National Type,Sales Rep,Account Name,Business Name,Corporate Account,Segment,First ,Last,Email,Primary Phone,Products,Site Type,Existing Domain,Sponsored Budget, Yodle Web , Organic Fee , Account Setup,Payment Type,Address 1,Address 2,City,State,Zip,Address Display,Template ID,Service Group,Mobile Logo,Franchise Location ID,Lead Destination Email,Lead Destination Number,Web Address for Distribution,Web Address for Ad Copy (Display URL),Record Calls? (Yes/No),Whisper? (Yes/No),Tagline,Business description,Show Hours on Website? (Yes/No),Emergency Services Available 24/7? (Yes/No),Open 24/7? (Yes/No),Monday? ,Monday Open,Monday Closed,Tuesay?,Tuesday Open,Tuesday Closed,Wednesday,Wednesday Open,Wednesday Closed,Thursday?,Thursday Open,Thursday Closed,Friday? ,Friday Open,Friday Closed,Saturday? ,Saturday Open,Saturday Closed,Sunday?,Sunday Open,Sunday Closed,Cash,MasterCard,Visa,Discover,CareCredit,Mobile/Stationary,Area Served Description,Custom Campaign Notes,Include a Name Campaign? (Yes/No),CSC Completed Date,IMS Projected Launch Date,Field Entry,Descroption of Business,URL of Existing Website Containing Copy,Organic Domain,Unique Selling Propositions,Notes,Web Address Client-Side,Web Address for Advertising
Corporate Spend,Ari Katz,Affordable Dentures - Fort Myers,Affordable Dentures,Affordable Dentures,Dentist,Carlo,"J. Rumbolo, Jr., D.M.D.",ad123@ad123.com,(239) 936-6722,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"4329 Cleveland Ave., Suite 250",Colonial Plaza Shopping Center,Fort Myers,FL,33901,Show Full Address,2139,Dentures,logo.png,20092,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-FortMyers.com,affordabledentures-FortMyers.com,Yes,No,"Affordable Dentures - Fort Myers, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Fort Myers, FL and opened in 2003.",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,1:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Fort Myers, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/fort-myers,affordabledentures.com/office/fort-myers,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/fort-myers,affordabledentures-FortMyers.com
Corporate Spend,Ari Katz,Affordable Dentures - Gainesville,Affordable Dentures,Affordable Dentures,Dentist,Stephan,"Showstark, DMD  ",ad123@ad123.com,(352) 376-8229,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,9200 NW 39th Ave. Suite 200,Springhill Commons Shopping Center,Gainesville,FL,32606,Show Full Address,2139,Dentures,logo.png,20107,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Gainesville.com,affordabledentures-Gainesville.com,Yes,No,"Affordable Dentures - Gainesville, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Gainesville, FL and opened in 2004. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,2:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Gainesville, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/gainesville,affordabledentures.com/office/gainesville,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/gainesville,affordabledentures-Gainesville.com
Corporate Spend,Ari Katz,Affordable Dentures - Tampa,Affordable Dentures,Affordable Dentures,Dentist,Jase,"R. Hackney, DMD ",ad123@ad123.com,(813) 963-3720,"Sponsored, Organic",AdverSite,,$975.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,14936 North Florida Ave. í_Suite 101,Bearss Plaza Shopping Center,Tampa,FL,33613,Show Full Address,2139,Dentures,logo.png,20123,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Tampa.com,affordabledentures-Tampa.com,Yes,No,"Affordable Dentures - Tampa, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Tampa, FL and opened in 2005. ",Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,3:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Tampa, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/tampa,affordabledentures.com/office/tampa,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/tampa,affordabledentures-Tampa.com
Corporate Spend,Ari Katz,Affordable Dentures - Orlando,Affordable Dentures,Affordable Dentures,Dentist,Craig,"A. Smith, DMD ",ad123@ad123.com,(407) 877-3828,"Sponsored, Organic",AdverSite,,$975.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"Craig A. Smith, DMD",1163 Blackwood Avenue,Ocoee,FL,34761,Show Full Address,2139,Dentures,logo.png,20124,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Orlando.com,affordabledentures-Orlando.com,Yes,No,"Affordable Dentures - Orlando West II,P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Ocoee, FL and opened in 2005. ",Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,4:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Orlando, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/orlando-west-ocoee,affordabledentures.com/office/orlando-west-ocoee,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/orlando-west-ocoee,affordabledentures-Orlando.com
Corporate Spend,Ari Katz,Affordable Dentures - Port St. Lucie,Affordable Dentures,Affordable Dentures,Dentist,Robert,"Ramotar, DDS  ",ad123@ad123.com,(772) 398-7790,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,9140 S. Federal Hwy.,East Port Plaza,Port St. Lucie,FL,34952,Show Full Address,2139,Dentures,logo.png,20126,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-PortStLucie.com,affordabledentures-PortStLucie.com,Yes,No,"Affordable Dentures - Port St. Lucie, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Port St. Lucie, FL and opened in 2006. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Port St Lucie, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/port-st-lucie,affordabledentures.com/office/port-st-lucie,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/port-st-lucie,affordabledentures-PortStLucie.com
Corporate Spend,Ari Katz,Affordable Dentures - West Palm Beach,Affordable Dentures,Affordable Dentures,Dentist,Gust,"G. Kapetan, DDS ",ad123@ad123.com,(561) 687-1360,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"6076 Okeechobee Blvd., Suite 20",College Plaza,West Palm Beach,FL,33417,Show Full Address,2139,Dentures,logo.png,20129,Copy From Primary Contact,Copy from Primary Contact,affordabledenturesWestPalmBeach.com,affordabledenturesWestPalmBeach.com,Yes,No,"Affordable Dentures - West Palm Beach, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in West Palm Beach, FL and opened in 2006. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,6:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"West Palm Beach, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/west-palm-beach,affordabledentures.com/office/west-palm-beach,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/west-palm-beach,affordabledenturesWestPalmBeach.com
Corporate Spend,Ari Katz,Affordable Dentures - West Melbourne,Affordable Dentures,Affordable Dentures,Dentist,Cesar,"M. Pareja, DMD ",ad123@ad123.com,(321) 725-6570,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,1529 W. New Haven Ave.,The Shoppes of West Melbourne,West Melbourne,FL,32904,Show Full Address,2139,Dentures,logo.png,20130,Copy From Primary Contact,Copy from Primary Contact,affordabledenturesWestMelbourne.com,affordabledenturesWestMelbourne.com,Yes,No,"Affordable Dentures - West Melbourne, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in West Melbourne, FL and opened in 2005. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,7:00 PM,Yes,Yes,Yes,Yes,no,Stationary,"Melbourne, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/west-melbourne,affordabledentures.com/office/west-melbourne,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/west-melbourne,affordabledenturesWestMelbourne.com
Corporate Spend,Ari Katz,Affordable Dentures - Sarasota,Affordable Dentures,Affordable Dentures,Dentist,Charles,"R. Gillam, DMD ",ad123@ad123.com,(941) 377-3706,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,4015 Cattlemen Road,Bee Ridge Square,Sarasota,FL,34233,Show Full Address,2139,Dentures,logo.png,20132,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Sarasota.com,affordabledentures-Sarasota.com,Yes,No,"Affordable Dentures - Sarasota, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Sarasota, FL and opened in 2006.",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,8:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Sarasota, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/sarasota,affordabledentures.com/office/sarasota,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/sarasota,affordabledentures-Sarasota.com
Corporate Spend,Ari Katz,Affordable Dentures - Jacksonville,Affordable Dentures,Affordable Dentures,Dentist,Adrian,"A. Attkisson, DMD ",ad123@ad123.com,(904) 262-3695,"Sponsored, Organic",AdverSite,,$975.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"10503 San Jose Blvd., Suite 10",Mandarin Emporium,Jacksonville,FL,32257,Show Full Address,2139,Dentures,logo.png,20133,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Jacksonville.com,affordabledentures-Jacksonville.com,Yes,No,Affordable Dentures - Jacksonville P.A.,"Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Jacksonville, FL and opened in 2007. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,9:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Jacksonville, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/jacksonville,affordabledentures.com/office/jacksonville,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/jacksonville,affordabledentures-Jacksonville.com
Corporate Spend,Ari Katz,Affordable Dentures - Fort Lauderdale,Affordable Dentures,Affordable Dentures,Dentist,Jeffrey,"Friefeld, DDS  ",ad123@ad123.com,(954) 431-2944,"Sponsored, Organic",AdverSite,,$975.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,8393 Pines Blvd,,Pembroke Pines,FL,33024,Show Full Address,2139,Dentures,logo.png,20137,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-FtLauderdale.com,affordabledentures-FtLauderdale.com,Yes,No,"Affordable Dentures - Fort Lauderdale, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Pembroke Pines, FL and opened in 2007. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,10:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Ft Lauderdale, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/ft-lauderdale-pembroke-pines,affordabledentures.com/office/ft-lauderdale-pembroke-pines,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/ft-lauderdale-pembroke-pines,affordabledentures-FtLauderdale.com
Corporate Spend,Ari Katz,Affordable Dentures - Daytona Beach,Affordable Dentures,Affordable Dentures,Dentist,Rollins,"L. Clary, DMD ",ad123@ad123.com,(386) 226-2268,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,1116-B Beville Road,Village Plaza,Daytona Beach,FL,32114,Show Full Address,2139,Dentures,logo.png,20138,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-DaytonaBeach.com,affordabledentures-DaytonaBeach.com,Yes,No,Affordable Dentures - Daytona Beach,"Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Daytona Beach, FL and opened in 2007. ",Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,11:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Daytona Beach, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/daytona-beach,affordabledentures.com/office/daytona-beach,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/daytona-beach,affordabledentures-DaytonaBeach.com
Corporate Spend,Ari Katz,Affordable Dentures - Lakeland,Affordable Dentures,Affordable Dentures,Dentist,Thach,"V. Pham, DMD ",ad123@ad123.com,(863) 701-7404,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"3615 S. Florida Avenue, Suite 1230",Merchant's Walk Shopping Center,Lakeland,FL,33803,Show Full Address,2139,Dentures,logo.png,20140,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Lakeland.com,affordabledentures-Lakeland.com,Yes,No,"Affordable Dentures - Lakeland, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Lakeland, FL and opened in 2007. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,12:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Lakeland, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/lakeland,affordabledentures.com/office/lakeland,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/lakeland,affordabledentures-Lakeland.com
Corporate Spend,Ari Katz,Affordable Dentures - Weeki Wachee,Affordable Dentures,Affordable Dentures,Dentist,James,"P. Muir, DDS ",ad123@ad123.com,(352) 597-6495,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,6278 Commercial Way,Weeki Wachee Village,Weeki Wachee,FL,34613,Show Full Address,2139,Dentures,logo.png,20143,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-WeekiWachee.com,affordabledentures-WeekiWachee.com,Yes,No,"Affordable Dentures - Weeki Wachee, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Weeki Wachee, FL and opened in 2007. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,1:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Weeki Wachee, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/weeki-wachee,affordabledentures.com/office/weeki-wachee,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/weeki-wachee,affordabledentures-WeekiWachee.com
Corporate Spend,Ari Katz,Affordable Dentures - Panama City,Affordable Dentures,Affordable Dentures,Dentist,William,"C. Knapke, DDS ",ad123@ad123.com,(850) 872-6155,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,617 W. 23rd Street,Panama City Square,Panama City,FL,32405,Show Full Address,2139,Dentures,logo.png,20144,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-PanamaCity.com,affordabledentures-PanamaCity.com,Yes,No,"Affordable Dentures - Panama City, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth-extraction services, one-visit crowns and mini dental implants. We are located in Panama City and opened in 2008.",Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,2:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Panama City, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/panama-city,affordabledentures.com/office/panama-city,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/panama-city,affordabledentures-PanamaCity.com
Corporate Spend,Ari Katz,Affordable Dentures - Avon Park,Affordable Dentures,Affordable Dentures,Dentist,Marc,"A. Sander, DDS ",ad123@ad123.com,(863) 784-0463,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,1036 US Hwy 27 South,Highlands Plaza,Avon Park,FL,33825,Show Full Address,2139,Dentures,logo.png,20161,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-AvonPark.com,affordabledentures-AvonPark.com,Yes,No,"Affordable Dentures - Avon Park, P.A.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Avon Park, FL, and opened in November 2009. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,3:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Avon Park, FL",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/avon-park-sebring,affordabledentures.com/office/avon-park-sebring,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/avon-park-sebring,affordabledentures-AvonPark.com
Corporate Spend,Ari Katz,"Affordable Dentures - Burlington, VT",Affordable Dentures,Affordable Dentures,Dentist,Daniel,"A. Martin, DMD ",ad123@ad123.com,(802) 651-9033,"Sponsored, Organic",AdverSite,,$575.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,1162 Williston Road,,South Burlington,VT,5403,Show Full Address,2139,Dentures,logo.png,21091,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-BurlingtonVT.com,affordabledentures-BurlingtonVT.com,Yes,No,"Affordable Dentures-Burlington, P.C.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Burlington Vermont and opened in 2003.í_,Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,4:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Burlington, VT",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/burlington-south-burlington,affordabledentures.com/office/burlington-south-burlington,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/burlington-south-burlington,affordabledentures-BurlingtonVT.com
Corporate Spend,Ari Katz,Affordable Dentures - Madison,Affordable Dentures,Affordable Dentures,Dentist,Donald,"A. Kraut, DDS ",ad123@ad123.com,(608) 827-3077,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,6668 Odana Road,Market Square Shopping Center,Madison,WI,53719,Show Full Address,2139,Dentures,logo.png,22113,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Madison.com,affordabledentures-Madison.com,Yes,No,"Affordable Dentures - Madison, S.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Madison, WI and opened in 2004.",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,5:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Madison, WI",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/madison-wi,affordabledentures.com/office/madison-wi,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/madison-wi,affordabledentures-Madison.com
Corporate Spend,Ari Katz,Affordable Dentures - Milwaukee,Affordable Dentures,Affordable Dentures,Dentist,Jeffery,"J. Becker, DDS ",ad123@ad123.com,(414) 604-2055,"Sponsored, Organic",AdverSite,,$975.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,6015 W. Forest Home Ave. Unit # 1,Old Grove Shopping Center,"Milwaukee, WI í_",WI,53220,Show Full Address,2139,Dentures,logo.png,22142,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Milwaukee.com,affordabledentures-Milwaukee.com,Yes,No,"Affordable Dentures- Milwaukee II, S.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Milwaukee, WI and opened in 2007.",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,6:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Milwaukee, WI",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/milwaukee,affordabledentures.com/office/milwaukee,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/milwaukee,affordabledentures-Milwaukee.com
